text,label,rating,helpful_vote,verified_purchase,text_clean_for_split,text_hash,split
"If you want the bows for pigtails, check the bows when they arrive. Two of my colors were missing their match.",0,1,0,1,"if you want the bows for pigtails, check the bows when they arrive. two of my colors were missing their match.",b92dff060b1a8aa573cd04926b17959b,calibration
First time I tried to remove one lash I lost one magnet.,1,4,0,0,first time i tried to remove one lash i lost one magnet.,511ee9f09acf39c80d766d2163e3cfe5,calibration
Product came with all parts and detailed instructions. Box had factory seal and package arrived precisely when promised.,0,5,0,1,product came with all parts and detailed instructions. box had factory seal and package arrived precisely when promised.,5c914f381226dceeaf9b637be99be111,calibration
"Shaving has always been a difficult task for me. I have extremely thick black hair that grows back almost as soon as I shaved it and would take me FOREVER to do it!! I am a busy single mom with an autistic child leaving me little to no time to shave but NOT ANYMORE!!!<br /><br /> I LOVE the fact I can use this wet or dry! This was a game changer for me! For all those times your in a hurry, you have pants on, but its blazing hot outside! You cant put shorts on because you haven't shaved! Well not anymore ladies! I can now throw shorts on and run this bad boy real quick and BAM!! Hair free in no time!!<br /><br />Oh and if your wondering, yes I have tried using it on my underarms, bikini line, and other areas. I'm happy to report it works great all over! Now it's not as close of a shave as a razor but it does an amazing job for an electric razor! If you charge it for the required amount of time before using it the battery will stay strong and last long enough to shave EVERYTHING!<br /><br />The only struggle I've had with it is removing the top part for cleaning. I'm always afraid I'm going to break it so make sure you follow the directions on how to do that! I'm so happy I made this purchase! I hope this has help you decide to make life easier & purchase one too!! Thanks for reading! :)",1,5,0,1,"shaving has always been a difficult task for me. i have extremely thick black hair that grows back almost as soon as i shaved it and would take me forever to do it!! i am a busy single mom with an autistic child leaving me little to no time to shave but not anymore!!!<br /><br /> i love the fact i can use this wet or dry! this was a game changer for me! for all those times your in a hurry, you have pants on, but its blazing hot outside! you cant put shorts on because you haven't shaved! well not anymore ladies! i can now throw shorts on and run this bad boy real quick and bam!! hair free in no time!!<br /><br />oh and if your wondering, yes i have tried using it on my underarms, bikini line, and other areas. i'm happy to report it works great all over! now it's not as close of a shave as a razor but it does an amazing job for an electric razor! if you charge it for the required amount of time before using it the battery will stay strong and last long enough to shave everything!<br /><br />the only struggle i've had with it is removing the top part for cleaning. i'm always afraid i'm going to break it so make sure you follow the directions on how to do that! i'm so happy i made this purchase! i hope this has help you decide to make life easier & purchase one too!! thanks for reading! :)",baaae09e1f00d5b6bcee4174d27ea574,calibration
Look nice and elegant,1,5,0,1,look nice and elegant,547691a6523ec9a80485c0ce2de05341,calibration
"It should be noted that the two active ingredients are just Wolfsbane (amica montana) and common table salt (natrum muriaticum).  Salt is the antibacterial substance, but wolfsbane.. isn't proven to actually do anything great.  Also, be sure to avoid cuts and scrapes:<br /><br />&#34;The US Food and Drug Administration has classified Arnica montana as an unsafe herb because of its toxicity.  It should not be taken orally or applied to broken skin where absorption can occur&#34; (quote from Wikipedia, but you can look it up yourself.  There are other sources that say the same thing)<br /><br />.. Doesn't mean I won't buy em.  I like the tea tree oil and all that.  Just know you're paying kind of a lot for salt-soaked napkins.",1,3,3,0,"it should be noted that the two active ingredients are just wolfsbane (amica montana) and common table salt (natrum muriaticum). salt is the antibacterial substance, but wolfsbane.. isn't proven to actually do anything great. also, be sure to avoid cuts and scrapes:<br /><br />&#34;the us food and drug administration has classified arnica montana as an unsafe herb because of its toxicity. it should not be taken orally or applied to broken skin where absorption can occur&#34; (quote from wikipedia, but you can look it up yourself. there are other sources that say the same thing)<br /><br />.. doesn't mean i won't buy em. i like the tea tree oil and all that. just know you're paying kind of a lot for salt-soaked napkins.",e93e0b6e5e43f3966f202b7e389ad44c,calibration
"I have been doing Cezanne treatments for years, and love the effect - it smooths my frizzy blonde hair, and I never have to worry about humid or rainy weather anymore! The application process is straightforward, which means you can save a lot of money and skip salon visits by doing it yourself. I am always nervous to buy products via Amazon, but I tentatively purchased this product and I'm glad I did. The product had the classic ""Cezanne"" smell after application. The seller shipped it very quickly, and kindly included a free sample in my shipment :) It was a great price and I would definitely buy again.",0,5,8,1,"i have been doing cezanne treatments for years, and love the effect - it smooths my frizzy blonde hair, and i never have to worry about humid or rainy weather anymore! the application process is straightforward, which means you can save a lot of money and skip salon visits by doing it yourself. i am always nervous to buy products via amazon, but i tentatively purchased this product and i'm glad i did. the product had the classic ""cezanne"" smell after application. the seller shipped it very quickly, and kindly included a free sample in my shipment :) it was a great price and i would definitely buy again.",26add2536893160a9f71623c7ed1f774,calibration
"Not bad at all, really soft so it feels natural.",0,4,0,1,"not bad at all, really soft so it feels natural.",47bd0d47ec7bdb72d9e7fc637b2e9d43,calibration
"Love it. It lathers really well even in hard water, cushions my slant razor, rinses easily without leaving a greasy film, and my wife loves the scent. What's not to like? I did not expect this from a puck of hard soap but the triple milling works. Fortunately, it fit into my lathering bowl almost perfectly. All I had to do was use my pocket knife to chamfer the edge of the puck so it would fit st the bottom where the bowl curves inward. Left the shavings in the bottom. Do not melt or microwave as that will destroy the benefits of milling and leave you with something that will not lather. By the way, my technique for lather is to simply moisten the top of the puck with my brush before I shower. Once I get out, I prepare the brush with hot water in the usual way and go to work. The lather jumps up with just a few swirls. I use a Satin Tip synthetic brush that is not stiff.",0,5,1,1,"love it. it lathers really well even in hard water, cushions my slant razor, rinses easily without leaving a greasy film, and my wife loves the scent. what's not to like? i did not expect this from a puck of hard soap but the triple milling works. fortunately, it fit into my lathering bowl almost perfectly. all i had to do was use my pocket knife to chamfer the edge of the puck so it would fit st the bottom where the bowl curves inward. left the shavings in the bottom. do not melt or microwave as that will destroy the benefits of milling and leave you with something that will not lather. by the way, my technique for lather is to simply moisten the top of the puck with my brush before i shower. once i get out, i prepare the brush with hot water in the usual way and go to work. the lather jumps up with just a few swirls. i use a satin tip synthetic brush that is not stiff.",99714955355013767dda25cac0543ee3,calibration
The ingredients of this cream are good for dry skin but the two tubes I received had a foul smell.  I wonder if they were outdated and past the expiration date.  They were returned.,0,1,0,1,the ingredients of this cream are good for dry skin but the two tubes i received had a foul smell. i wonder if they were outdated and past the expiration date. they were returned.,d7a53f62170a197c1b4979203c261541,calibration
Hair is ok,1,5,2,1,hair is ok,5efc6c81552c50cf8d999921d82e125d,calibration
I love this product it holds my hair all day and I just purchased two more,1,3,0,1,i love this product it holds my hair all day and i just purchased two more,87be188d3f091ffdcae964a38b12654d,calibration
Were exactly what I was looking for,1,5,1,1,were exactly what i was looking for,1d910b0e04509e796f74c5603d86803b,calibration
"No problems with the item, shipping, etc.  However, even thought this product smells very good it does not have the same silky texture as most powders.  It feels a little bit grainy.  I don't think I would repurchase it again.",0,4,5,1,"no problems with the item, shipping, etc. however, even thought this product smells very good it does not have the same silky texture as most powders. it feels a little bit grainy. i don't think i would repurchase it again.",34f03e88a953d03795b4487dcb40d3d6,calibration
"DO NOT BUY , WASTE OF $$$",1,1,1,1,"do not buy , waste of $$$",e997164d52c736c603737e87813ba7c2,calibration
I liked this super easy to use and matched my hair perfectly super soft and feels real light weight on my head,0,5,0,1,i liked this super easy to use and matched my hair perfectly super soft and feels real light weight on my head,ec62b839d83bc34707e2ede29a776712,calibration
This set of mask is affordable and comfortable.  I often get compliments when wearing them.,0,5,0,1,this set of mask is affordable and comfortable. i often get compliments when wearing them.,45ff17b6637f894daef08601975025de,calibration
The listing claims you get the 3 tubes and TWELVE cotton inserts.  It only came with 3 inserts.  The tubes are far more flimsy than I expected too.,0,2,1,1,the listing claims you get the 3 tubes and twelve cotton inserts. it only came with 3 inserts. the tubes are far more flimsy than i expected too.,14d94d73dcac0b14480b4504448c4817,calibration
Nice color and texture!,1,5,0,1,nice color and texture!,52cea7121b1e1bc8edf01cccc7b52094,calibration
Absolutely stunning! This matched a belt that I paid $500 for!! They matched perfectly. Can't go wrong with this purchase. Looked beautiful in my wedding photos.,1,5,2,1,absolutely stunning! this matched a belt that i paid $500 for!! they matched perfectly. can't go wrong with this purchase. looked beautiful in my wedding photos.,a02db7b7ed4bc1dca6f97a32364a5f2b,calibration
My son and I use it. We both have curly hair. No complaints.,0,4,0,1,my son and i use it. we both have curly hair. no complaints.,93bc10b50fe872060c7314003885803c,calibration
Am a professional nail artist and this is not a #10 brush it looks more like #6 quality is not good at all don’t waste your money buying this piece of crap,0,1,1,1,am a professional nail artist and this is not a #10 brush it looks more like #6 quality is not good at all don’t waste your money buying this piece of crap,d7e605081f8b65fdd74ac616ca348fe4,calibration
"Does not work! I have bought power floss at Walgreens and it's the best ways to floss but this is a knockoff, no wonder all those negative reviews. Want my money back!",0,1,0,1,"does not work! i have bought power floss at walgreens and it's the best ways to floss but this is a knockoff, no wonder all those negative reviews. want my money back!",530ef98d07a9004bc9a682b3b43ce5dc,calibration
Goes very slow,1,1,0,1,goes very slow,8c3364fc9eaeec28cd4762a468290bb1,calibration
I have owned Norelco in the past.  Their is no other shaver.  The wet shave is totaly the best. Norelco in the long run saves you money.  It lasts longer and replacemint blades etc. last longer.  Just total QUALITY.,1,5,1,0,i have owned norelco in the past. their is no other shaver. the wet shave is totaly the best. norelco in the long run saves you money. it lasts longer and replacemint blades etc. last longer. just total quality.,b43534113ca6a76df138f7b4e4ff0a12,calibration
Great product.  Have purchased before.  Will continue to purchase.,0,5,0,1,great product. have purchased before. will continue to purchase.,d7597207f9542302783ec651f652c5b2,calibration
I bought the lashes because I had extensions put on that ruined my natural eyelashes.  These are so easy and so natural.  I disaster became a plus because each lash looks perfect.  I'm so grateful for this purchase.,0,5,0,1,i bought the lashes because i had extensions put on that ruined my natural eyelashes. these are so easy and so natural. i disaster became a plus because each lash looks perfect. i'm so grateful for this purchase.,fab2dbe6d31967e8f0049050ada53905,calibration
"I’ve been using this for nearly 2 weeks now and I’ve started to get comments on how much brighter and soft my face looks! This cream is very easy on sensitive skin, like myself. The texture is creamy but with the occasional rice bits, it’s still simple to apply. The scent is pleasant, but subtle and doesn’t linger which I like! I love how it comes with a little spoon, makes it easier & less messy to apply to your face. The whole process of putting this on and then washing it off, makes my face feel like I just got a professional facial done at a spa! The scrub leaves my skin feeling so moisturized and refreshed. Very please with the scrub!",1,5,0,0,"i’ve been using this for nearly 2 weeks now and i’ve started to get comments on how much brighter and soft my face looks! this cream is very easy on sensitive skin, like myself. the texture is creamy but with the occasional rice bits, it’s still simple to apply. the scent is pleasant, but subtle and doesn’t linger which i like! i love how it comes with a little spoon, makes it easier & less messy to apply to your face. the whole process of putting this on and then washing it off, makes my face feel like i just got a professional facial done at a spa! the scrub leaves my skin feeling so moisturized and refreshed. very please with the scrub!",0f104bf517312f976456bdffce0b8f8d,calibration
I've hard this a month and maybe lost one bristle. Doesn't shed for me at all. Love the look and heaviness of the brush. Really looks polished and clean in my bathroom.,0,5,0,1,i've hard this a month and maybe lost one bristle. doesn't shed for me at all. love the look and heaviness of the brush. really looks polished and clean in my bathroom.,85a4a814809ff925787152ee626d708f,calibration
Yay great detangler brushes,1,4,0,1,yay great detangler brushes,065b5447d591f1f0b01eeb313de4b5f6,calibration
The zipper broke within a week. Beautiful but the hardware is trash,0,1,0,1,the zipper broke within a week. beautiful but the hardware is trash,b36beef5125ecaa1ad8422ab5bd49a54,calibration
I've used previous generations pf Braun Silk Epil and they were working nicely. This one makes hair grow under skin like hell!!!!,1,1,0,1,i've used previous generations pf braun silk epil and they were working nicely. this one makes hair grow under skin like hell!!!!,5ec2ca8fd1db581d2b391ea2c4537f8b,calibration
Dies after 15 minutes and you can’t cover much area so it would take all day to treat different areas in the body,0,1,0,1,dies after 15 minutes and you can’t cover much area so it would take all day to treat different areas in the body,9129eee9c7feb2baf79b6df7d0b124f1,calibration
"Love the Retinol cream - goes on light,non-greasy - helps with the fine wrinkles.",1,5,0,0,"love the retinol cream - goes on light,non-greasy - helps with the fine wrinkles.",68bdf4584b71098124a0025cdda199fc,calibration
"love the feel of this moisturizer on my face, light and soft, makes my sun screen glide on smoothly",0,5,0,1,"love the feel of this moisturizer on my face, light and soft, makes my sun screen glide on smoothly",e0726feea131a8c97cefc628f5bdf688,calibration
Very calming and strengthening serum ampoule. Soothing and regenerating serum. I have two of seven the days left. So I can honestly say I see can a positive difference in my skin complexion. I say this product has great results and makes my skin smooth and clear. Product is true to its description.,1,5,0,0,very calming and strengthening serum ampoule. soothing and regenerating serum. i have two of seven the days left. so i can honestly say i see can a positive difference in my skin complexion. i say this product has great results and makes my skin smooth and clear. product is true to its description.,6397e37eeb109d2e36c650e676d75e99,calibration
Love love love these lashes! I have been currently obsessed with these lashes they look very natural but at the same time very flattering. The band is soft and therefor very easy to apply. These lashes are so comfortable I love the style and variety that brand has so diverse and made for everyone! I've bought about 4 or 5 of these lashes and I will definitely be purchasing more,1,5,0,0,love love love these lashes! i have been currently obsessed with these lashes they look very natural but at the same time very flattering. the band is soft and therefor very easy to apply. these lashes are so comfortable i love the style and variety that brand has so diverse and made for everyone! i've bought about 4 or 5 of these lashes and i will definitely be purchasing more,b35b7d8dc9187019d2228a4c6c82ff5a,calibration
"These sponges are not great you get what you.paid for, the ratings did not help me to make my decision on buying them",0,3,0,1,"these sponges are not great you get what you.paid for, the ratings did not help me to make my decision on buying them",9fc4b6b76a175503b838453e74c0155b,calibration
Too small..,1,1,0,1,too small..,fc8d345a8d7e760177ec9e85b171bf11,calibration
Sauce makes my hair look fabulous!,1,5,0,1,sauce makes my hair look fabulous!,8e676169a441a0a84506cec027b08ce5,calibration
Didn't work at all with my Polish and stamp plates. Bummer because the concept is rad,0,2,0,1,didn't work at all with my polish and stamp plates. bummer because the concept is rad,4c5bb33d0de1608281eb1eaeb589d95b,calibration
Nice stickers,1,5,0,1,nice stickers,b50ba4999f1c9a4f3cba1dda93c0d7cf,calibration
Love it little thin but love it!  I will like to buy 16 pack cause the 12 and 14 look the same inch!,1,5,0,1,love it little thin but love it! i will like to buy 16 pack cause the 12 and 14 look the same inch!,733ed35847ebddd4f1dccfaafcf2f70e,calibration
"Love, love, love these curlers!! I was skeptical at first but I’m so glad I decided to buy these. I put them I last night around 7:30 and kept them in until I woke up this AM, can’t say that sleeping in them is as comfortable as a few women have said, but I will definitely be using these in the morning as my go to! Used them the day after washing my hair, dry and loved the results!",1,5,8,1,"love, love, love these curlers!! i was skeptical at first but i’m so glad i decided to buy these. i put them i last night around 7:30 and kept them in until i woke up this am, can’t say that sleeping in them is as comfortable as a few women have said, but i will definitely be using these in the morning as my go to! used them the day after washing my hair, dry and loved the results!",e4bf403ecb92e7823b8c03d61f6ea21c,calibration
Best dryer I've ever had,1,4,1,0,best dryer i've ever had,b425c754c8e1a5dce335853368b2bbc4,calibration
I have now bought 2 of these brushes (different sizes). These brushes are perfectly shaped and hold tons of monomer. They are easy to clean and hold their shape well. I have bought many much more expensive brushes only to be disappointed in the lack of long term quality (many fell apart in under 2 weeks). This brush was less than half of what I normally spend. You can't go wrong with these. Great value!,0,5,4,1,i have now bought 2 of these brushes (different sizes). these brushes are perfectly shaped and hold tons of monomer. they are easy to clean and hold their shape well. i have bought many much more expensive brushes only to be disappointed in the lack of long term quality (many fell apart in under 2 weeks). this brush was less than half of what i normally spend. you can't go wrong with these. great value!,42b17bd3332c4c12fc8945b10507e6e6,calibration
Good with a purpose,1,3,0,1,good with a purpose,206526eaa5fe08805cd23316b34cada3,calibration
Cycles in this wig are everything.  I love volume. Very pleased for the price. Great quick look,1,5,0,1,cycles in this wig are everything. i love volume. very pleased for the price. great quick look,13c759edc1719e1502e10aee6349dfad,calibration
"Amazing!! Exactly what it says, I'm African American, and this makes my skin look even more beautiful! Great make up primer!",1,5,1,1,"amazing!! exactly what it says, i'm african american, and this makes my skin look even more beautiful! great make up primer!",07bb339459dac34733b4078f92f6f94f,calibration
"This used to be magical and now, the product builds up very quickly on my combs and pulls my hair out while combing!  I've tried cleaning the combs repeatedly and even changed them out and it doesn't help.  Wondering if any other long term user is having the issue.",0,2,0,1,"this used to be magical and now, the product builds up very quickly on my combs and pulls my hair out while combing! i've tried cleaning the combs repeatedly and even changed them out and it doesn't help. wondering if any other long term user is having the issue.",c81fe0f1a9e9242ccae450e3217ae242,calibration
"Just as expected,",1,5,0,1,"just as expected,",69b41719e1cb60dbec6ce6980e4c7101,calibration
"I was looking forward to this product for the longest time and I was a bit disappointed! The bottle is too big for what it really contains in it, so save some plastic and make it cheaper. Giving it a three starts because it’s a “we tried but not really”",0,2,0,1,"i was looking forward to this product for the longest time and i was a bit disappointed! the bottle is too big for what it really contains in it, so save some plastic and make it cheaper. giving it a three starts because it’s a “we tried but not really”",85e403e7b3bd180bbb0698f91bea3c94,calibration
The one scent that i didnt like was the pink lip gloss and i just didnt like it. I would NEVER EVER dis bonne bell that is my most collected of even my mom like them but just this lip gloss was the one lip smacker i would not buy. the rest are great.,0,2,0,1,the one scent that i didnt like was the pink lip gloss and i just didnt like it. i would never ever dis bonne bell that is my most collected of even my mom like them but just this lip gloss was the one lip smacker i would not buy. the rest are great.,9bc91342a5fa05ff46f3820ef09e9002,calibration
"Frankly, I am rating it as a substitute for Frisket for watercolor masking, which is not it's primary purpose.  I ordered empty nail polish bottles, and put some in those to paint onto whatever I wanted.  I use it to mask areas on paper as well as on clay.  Works great on clay, but one one type of watercolor paper, ie. the postcard blocks and one other watercolor paper, a light blue (actually a pretty nice color) is left when the latex is removed. However, when you don't want any color on the masked areas once the latex is removed, this could be a problem.  On another brand of watercolor paper this did not happen.  So I ordered the &#34;white&#34; latex body paint and it works great.",0,4,2,1,"frankly, i am rating it as a substitute for frisket for watercolor masking, which is not it's primary purpose. i ordered empty nail polish bottles, and put some in those to paint onto whatever i wanted. i use it to mask areas on paper as well as on clay. works great on clay, but one one type of watercolor paper, ie. the postcard blocks and one other watercolor paper, a light blue (actually a pretty nice color) is left when the latex is removed. however, when you don't want any color on the masked areas once the latex is removed, this could be a problem. on another brand of watercolor paper this did not happen. so i ordered the &#34;white&#34; latex body paint and it works great.",a95418df8f19a030699499d2ae7818f5,calibration
"[[VIDEOID:dc282c5a8021e082261f624d1f5a48de]] Fabulous pumice stone. 🙌 Excellent product, value, size, and quality of items included. Thank you so much!",0,5,0,1,"[[videoid:dc282c5a8021e082261f624d1f5a48de]] fabulous pumice stone. 🙌 excellent product, value, size, and quality of items included. thank you so much!",e0cc037d581f6e777a278cd54c0ad569,calibration
"I am happy with this new tool.  I like that it actually does work and is easy to use at home.  the problem I have is finding the time to do it or remembering to do it.  It doesn't hurt at all, you feel it, but it isn't painful.  worth the benefits and the science behind it makes sense.  I don't know if it is as good as what you get at the doctors, because I have never had this procedure, but my understanding is that at the doctors it goes deeper.",1,4,4,0,"i am happy with this new tool. i like that it actually does work and is easy to use at home. the problem i have is finding the time to do it or remembering to do it. it doesn't hurt at all, you feel it, but it isn't painful. worth the benefits and the science behind it makes sense. i don't know if it is as good as what you get at the doctors, because i have never had this procedure, but my understanding is that at the doctors it goes deeper.",0a5876bdd95fe25b8d0da8ff5f85383f,calibration
"Very safe, very easy to use. I like this very much",0,5,0,1,"very safe, very easy to use. i like this very much",1a571c3f3e86c0dbc6a914bda27ec911,calibration
"I can admit I don't know what to do with most of the small brushes. I am a black eyeliner, mascara and that's all for the eyes kinda girl.. if you are a whiz with layering eyeshadows, you'll be pleased.. there are 2 or 3 good quality brushes in here; the large powder is extremely fluffy.. well packed and held up when i have washed them (the foundation brush, powder, highlighter).. i have had a set of quality brushes, 4 for 25 bucks, and you can tell the difference when holding them.. but for the price, you get what you need and then some.. and seriously, i consider 3 of these to be just as good as expensive ones..<br /><br />please consider making one of the eye brushes an eyeliner brush, going forward.. i am using the smallest eye brush w/the firmest bristles to be a makeshift liner and.. only slightly successful.. five stars, tho, packed well and i could see them lasting at least a year.<br /><br />thank you,",1,5,3,1,"i can admit i don't know what to do with most of the small brushes. i am a black eyeliner, mascara and that's all for the eyes kinda girl.. if you are a whiz with layering eyeshadows, you'll be pleased.. there are 2 or 3 good quality brushes in here; the large powder is extremely fluffy.. well packed and held up when i have washed them (the foundation brush, powder, highlighter).. i have had a set of quality brushes, 4 for 25 bucks, and you can tell the difference when holding them.. but for the price, you get what you need and then some.. and seriously, i consider 3 of these to be just as good as expensive ones..<br /><br />please consider making one of the eye brushes an eyeliner brush, going forward.. i am using the smallest eye brush w/the firmest bristles to be a makeshift liner and.. only slightly successful.. five stars, tho, packed well and i could see them lasting at least a year.<br /><br />thank you,",0cc736ccf06bff4de899acedb54c413b,calibration
[[VIDEOID:902ec831d5a61ec5510f0f9c5d2d8c8c]] Great Hair Dyes Very Well This Is As Light As I Got It The First Time.. Was soft and silky.. It sheds but only because I bleeched it. Still has that soft texture even after I bleeched it will buy again,0,5,1,1,[[videoid:902ec831d5a61ec5510f0f9c5d2d8c8c]] great hair dyes very well this is as light as i got it the first time.. was soft and silky.. it sheds but only because i bleeched it. still has that soft texture even after i bleeched it will buy again,51f851f52db19da2a880d394b1f62ca5,calibration
My wife was give on of these 10-15 years ago. Can't complain about te quality with that longevity. It finally had a screw come out and get lost from the end of the roller. My wife complain several times after using  a regular hair dryer and flat iron. So she was very pleased with me when I found it on Amazon.,0,5,0,1,my wife was give on of these 10-15 years ago. can't complain about te quality with that longevity. it finally had a screw come out and get lost from the end of the roller. my wife complain several times after using a regular hair dryer and flat iron. so she was very pleased with me when i found it on amazon.,aae2659348212412d4e3562514a2785b,calibration
"The hair pieces got all tangled and would not brush out, so had to cut the tangled parts off.  While these extensions are very cheap, they are for one time use as nearly impossible to maintain/store them. Maybe suitable for Halloween but not for normal use. Recommend buying higher-end extensions.",0,2,0,1,"the hair pieces got all tangled and would not brush out, so had to cut the tangled parts off. while these extensions are very cheap, they are for one time use as nearly impossible to maintain/store them. maybe suitable for halloween but not for normal use. recommend buying higher-end extensions.",5ed4dd2828f09fd72e861c95fc9cc587,calibration
"I’ve been using this preservative for all of my water based products for years. Definitely try to go off of ph if possible, for what percentage you use, but most of my products are ph 5.5 and do great with 1.5% linatural. Definitely recommend!",0,5,5,1,"i’ve been using this preservative for all of my water based products for years. definitely try to go off of ph if possible, for what percentage you use, but most of my products are ph 5.5 and do great with 1.5% linatural. definitely recommend!",0bf1e0fe6c484247f8a6b800c2f522d6,calibration
"The wig was 18 inches, easy to flat iron & it didn’t shed. It’s a layered look for the wig like 12 inches in the front and 18 in the back. The lace is thin.",0,5,0,1,"the wig was 18 inches, easy to flat iron & it didn’t shed. it’s a layered look for the wig like 12 inches in the front and 18 in the back. the lace is thin.",537fec8c1adad96f728d9a081e7a3332,calibration
Simple and effective for what I needed.,1,5,0,1,simple and effective for what i needed.,8f3d9c22a065d70f42bb7bb3f7656c05,calibration
Very light weight and comfortable.,1,5,1,1,very light weight and comfortable.,81b5e53aea52784f0f27a34547526454,calibration
"In spite of soaking many times, I had some gel polish that would not budge. Swiped this on the problem areas and in 5 minutes the stubborn areas scraped right off without damage to the nail.",0,5,0,1,"in spite of soaking many times, i had some gel polish that would not budge. swiped this on the problem areas and in 5 minutes the stubborn areas scraped right off without damage to the nail.",b84aaa149953c2eee3157049e4843ec5,calibration
This is by far the best mask I have ever used.  Well worth every penny.  Itakes my skin feel so clean. I am seeing a real difference in the texture of my skin,1,5,0,1,this is by far the best mask i have ever used. well worth every penny. itakes my skin feel so clean. i am seeing a real difference in the texture of my skin,af3028fb6a97cade0c733bb8bb923d8d,calibration
"I love this hair. The packaging was great, the hair is great, the shipping time was even better. I ordered a second bag of hair for the next time I do my hair. I received my hair in 2 days!",0,5,3,1,"i love this hair. the packaging was great, the hair is great, the shipping time was even better. i ordered a second bag of hair for the next time i do my hair. i received my hair in 2 days!",ea9496f2c1c67a12637e798de1ed1894,calibration
"Love this headband, high quality for a great price. It does hurt behind the ears after a few hours, so if you’ve got a big head, beware 🤷🏻‍♀️",0,4,0,1,"love this headband, high quality for a great price. it does hurt behind the ears after a few hours, so if you’ve got a big head, beware 🤷🏻‍♀️",1d433d151d04761afcd1b233789a28d6,calibration
it's a spray bottle,1,2,0,0,it's a spray bottle,5703ff39d62dfad99a15c4c4c2224570,calibration
Not like the old days.,1,1,1,1,not like the old days.,9a370725e601c4b2b030cfa2d0e0f0ca,calibration
Doesn’t have as many flowers as the picture,0,4,0,1,doesn’t have as many flowers as the picture,0150fa090c3ff1e55fe5653d2ae6fbab,calibration
"After waiting almost two months this arrived and the color and texture were nothing as described. As I tried to comb it out some (it was quite a mess on arrival) large chunks of ""hair"" came loose. Totally dissatisfied with this product and reccomend that you avoid it.",0,1,0,1,"after waiting almost two months this arrived and the color and texture were nothing as described. as i tried to comb it out some (it was quite a mess on arrival) large chunks of ""hair"" came loose. totally dissatisfied with this product and reccomend that you avoid it.",e953eb2b45beff7515d9ae0dafcbe261,calibration
It's look good,1,4,0,1,it's look good,f21ab2bb3eb3f3642776532e3dc3c6a9,calibration
"Honestly, I'm not sure if it's done anything and I've been using it for 3 weeks. I use after derma rolling my face. I guess time will tell. But the serum itself is light, pretty odorless after being applied.",0,3,1,1,"honestly, i'm not sure if it's done anything and i've been using it for 3 weeks. i use after derma rolling my face. i guess time will tell. but the serum itself is light, pretty odorless after being applied.",fc55fda6eaf508be71a20585a3f7647c,calibration
Very pretty color wig.  Fun and easy length to work with.  Feels very soft and does not look super shiny like artificial wigs often appear.  Highly recommended!,1,5,0,0,very pretty color wig. fun and easy length to work with. feels very soft and does not look super shiny like artificial wigs often appear. highly recommended!,ad597bbe4183679ce325c48974bfa010,calibration
If you cannot get ahold of the original beauty blender this will do it justice!! Great quality!! Awesome price!!,1,5,0,1,if you cannot get ahold of the original beauty blender this will do it justice!! great quality!! awesome price!!,be461c68324d0903ebc46c730133d3ef,calibration
